entity_id,canonical_entity,entity_type,review_status,total_count,chapters,extraction_methods,notes
unclassified__president_arthur_jensen,President Arthur Jensen,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__president_franklin_d_roosevelt,"President Franklin
D. Roosevelt",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__president_franklin_d_roosevelt,President Franklin D. Roosevelt,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__president_john_f_kennedy,President John F. Kennedy,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__primary_president,Primary President,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__prince_william,Prince William,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__quentin_johnson,"Quentin
Johnson",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__quiet_flows,Quiet Flows,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__quonset_point_naval_air,Quonset Point Naval Air,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__quonset_pt,Quonset Pt,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__radio_liberation,Radio Liberation,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__radio_technician_second_class,Radio Technician Second Class,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__radio_technician_third_class,"Radio Technician Third
Class",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rayola_smith,Rayola Smith,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rear_admiral,Rear Admiral,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rehobeth_beach,"Rehobeth
Beach",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rehobeth_beach,Rehobeth Beach,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__relief_society,Relief Society,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__relief_society_president,Relief Society President,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__requirements_branch,Requirements Branch,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__research_homes,"Research
Homes",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__research_homes,Research Homes,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__revel_nielson,Revel Nielson,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__revolutionary_war,Revolutionary War,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rex_johnson,Rex Johnson,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rhode_island_air_station,"Rhode Island Air
Station",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rhodes_scholarship,"Rhodes
Scholarship",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__richard_m_nixon,"Richard M.
Nixon",Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__richard_r_lyman,Richard R. Lyman,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rita_parker,Rita Parker,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__riverside_drive,Riverside Drive,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__robert_bolinder,Robert Bolinder,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__robert_e_wells,Robert E. Wells,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__robert_f_kennedy,"Robert F.
Kennedy",Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__roman_forum,Roman Forum,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ronald_sidney_harris,Ronald Sidney Harris,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rose_hill,Rose Hill,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__roseanne_tueller,Roseanne Tueller,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rotary_international,Rotary International,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__rueben_clark_law_school,Rueben Clark Law School,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__russian_institute,Russian Institute,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ruth_lund,Ruth Lund,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sabineschmidt_str,"Sabineschmidt
Str",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__salt_lake_city,"Salt
Lake City",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__salt_lake_tribune,Salt Lake Tribune,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__san_diego,"San
Diego",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__san_francisco,"San
Francisco",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__san_clemente,San Clemente,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__satellite_operations,Satellite Operations,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__say_bon_voyage,Say Bon Voyage,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__schoenbrunn_palace,Schoenbrunn Palace,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__se_see,Se See,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__second_secretary,Second Secretary,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__select_committee,Select Committee,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__senator_robert_f_kennedy,Senator Robert F. Kennedy,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__senior_officer_seminar,Senior Officer Seminar,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__service_co,Service Co,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__seven_corners,Seven Corners,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__seven_springs,Seven Springs,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__seville_mission,Seville Mission,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__shirley_tyson,Shirley Tyson,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sidney_rigdon,Sidney Rigdon,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__silver_spring,Silver Spring,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__since_richard,Since Richard,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__singing_mothers,Singing Mothers,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sister_kimball,Sister Kimball,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sister_lee,Sister Lee,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__small_business_adminstration,"Small
Business Adminstration",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__snake_river,Snake River,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__son_daryl,Son Daryl,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__south_american,"South
American",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__south_atlantic,South Atlantic,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__south_korea,South Korea,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__southeast_asia,Southeast Asia,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__southern_area_command,"Southern Area
Command",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_embassy,"Soviet
Embassy",Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_operations,"Soviet
Operations",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_russia,"Soviet
Russia",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_union,"Soviet
Union",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_bloc,Soviet Bloc,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_bloc_division,Soviet Bloc Division,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_commercial_section,Soviet Commercial Section,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_division,Soviet Division,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_military_intelligence,Soviet Military Intelligence,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_section,Soviet Section,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__soviet_zone,Soviet Zone,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__spanish_fork,"Spanish
Fork",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__spanish_american_war,Spanish American War,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__special_operations,Special Operations,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__spencer_w_kimball,Spencer W. Kimball,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__stafford_county,Stafford County,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__stake_conference,"Stake
Conference",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__stake_president_david_smith,Stake President David Smith,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sugar_loaf,Sugar Loaf,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sun_valley,Sun Valley,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sunday_school,"Sunday
School",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sunday_school_president,"Sunday School
President",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__surprise_christmas,Surprise Christmas,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__swiss_alps,Swiss Alps,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__sylvester_q_cannon,Sylvester Q. Cannon,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__task_force,Task Force,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ted_bell,Ted Bell,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__third_ward,Third Ward,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__thomas_e_dewey,Thomas E. Dewey,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__thomas_s_kimball,Thomas S. Kimball,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__three_witnesses,"Three
Witnesses",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__thyrrenian_sea,Thyrrenian Sea,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__tom_sawyer,"Tom
Sawyer",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__tom_karamessines,Tom Karamessines,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__tom_robertson,Tom Robertson,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__tom_taylor,Tom Taylor,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__top_secret,"Top
Secret",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__treasure_island,"Treasure
Island",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__truman_doctrine,Truman Doctrine,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__uncle_henry,Uncle Henry,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__uncle_roy,Uncle Roy,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__uncle_rudolf,Uncle Rudolf,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__uncle_sol,Uncle Sol,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__uncle_solomon_r_harris,Uncle Solomon R. Harris,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__uncle_vigil,Uncle Vigil,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__united_nations,United Nations,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__uruguayan_mission,Uruguayan Mission,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__utah_parks,"Utah
Parks",Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__val_hyrics,"Val
Hyrics",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__val_carter,Val Carter,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__val_hyric,Val Hyric,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__vanderbilt_university,Vanderbilt University,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__vern_l_brown,Vern L. Brown,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__vernon_s_johnson,Vernon S. Johnson,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__vice_admiral_john,"Vice
Admiral John",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__victoria_hotel,"Victoria
Hotel",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__virgil_lehi_harris,Virgil Lehi Harris,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__vista_chinesa,Vista Chinesa,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__vivian_olson,Vivian Olson,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__wallace_rose_point,Wallace Rose Point,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__walt_sedoff,"Walt
Sedoff",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__walt_sedoff,Walt Sedoff,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__warsaw_pact,Warsaw Pact,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__washington_stake,Washington Stake,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__we_visited,"We
Visited",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__werner_dickenson,"Werner
Dickenson",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__werner_dickenson,Werner Dickenson,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__west_indies,West Indies,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__west_point,West Point,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__west_virginia,West Virginia,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__western_electric,"Western
Electric",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__western_intelligence,Western Intelligence,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__western_pacific,Western Pacific,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__willard_marriott,"Willard
Marriott",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__willard_d_hagey,Willard D. Hagey,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__wilson_hotel,Wilson Hotel,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__world_war_two,World War Two,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__wymount_village,Wymount Village,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__yellowstone_park,"Yellowstone
Park",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__yellowstone_park,Yellowstone Park,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
